"ID" "Name" "PositionCommittee" "AttendanceCommittee" "AttendanceCommittee.prop" "Firstname" "Lastname" "Nationality" "NationalParty" "EPGroup" "NeutralCommittees" "NumberCommittees" "NumberPreviousCommittees" "Incumbent" "CommitteeIncumbent" "LoyaltyEPGroup" "LoyaltyNationalParty" "ParticipationRollCall" "PolicyLoyaltyEPGroup" "PolicyLoyaltyNationalParty" "PolicyParticipationRollCall" "MP" "Minister" "PM" "PolicyMP" "PolicyMinister" "NumberReports_OwnInitiative.prev" "NumberReports" "NumberReports_Codecision" "NumberReports_OwnInitiative" "NumberShadowReports" "Committee" "Year" "Chair" "NumberCommittees.lag" "NeutralCommittees.lag" "AttendanceCommittee.prop.lag" "NumberReports_Codecision.lag" "NumberReports.lag" "NumberShadowReports.lag" "PositionCommittee.lag" "Chair.lag" "NationalPolitics" "PolicyNationalPolitics" "EP" "INI.cum" "NewMember.lag" "NumberReports_Codecision.cum" "Loyalty" "NewMemberState"
112014 "Phil Bennion" "Member" 10 0.416666666666667 "PHIL" "BENNION" "United Kingdom" "Liberal Democrats Party (United Kingdom)" "ALDE" 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 NA 0
96681 "Vilija Blinkeviciute" "Member" 15 0.625 "VILIJA" "BLINKEVICIUTE" "Lithuania" "Lietuvos socialdemokratu partija (Lithuania)" "S" 0 1 1 0 0 98.91 99.66 96.83 100 100 96.97 1 1 0 1 1 0 0 0 0 0 "EMPL" 3 0 1 0 0.52 0 0 2 3 0 1 1 7 0 0 0 3 0
105624 "Philippe Boulland" "Member" 23 0.958333333333333 "PHILIPPE" "BOULLAND" "France" "Union pour un Mouvement Populaire (France)" "PPE" 0 1 1 0 0 97.6 98.44 84.37 100 100 79.31 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.6 0 0 0 2 0 0 0 7 0 0 0 3 0
28122 "David Casa" "Member" 10 0.416666666666667 "DAVID" "CASA" "Malta" NA "PPE" 0 0 0 1 0 96.68 100 88.13 98.46 100 98.48 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.8 0 0 0 2 0 0 0 7 0 0 0 2 0
4337 "Alejandro Cercas" "Member" 24 1 "ALEJANDRO" "CERCAS" "Spain" NA "S" 0 0 0 1 0 94.28 98.09 93.74 98.44 98.44 96.97 1 0 0 1 0 2 0 0 0 1 "EMPL" 3 0 0 0 0.88 0 0 0 2 0 1 1 7 2 0 2 2 0
28154 "Ole Christensen" "Member" 19 0.791666666666667 "OLE" "CHRISTENSEN" "Denmark" NA "S" 0 0 0 1 1 91.76 99.67 97.64 86.36 100 100 0 0 0 0 0 1 0 0 0 0 "EMPL" 3 0 0 0 0.84 0 0 0 2 0 0 0 7 1 0 0 0 0
113597 "Minodora Cliveti" "Member" 6 0.25 "MINODORA" "CLIVETI" "Romania" "Partidul Social Democrat (Romania)" "S" 0 0 0 0 0 NA NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 1 1 7 0 0 0 NA 0
96915 "Sergio Gaetano Cofferati" "Member" 12 0.5 "SERGIO GAETANO" "COFFERATI" "Italy" "Partito Democratico (Italy)" "S" 0 1 0 0 0 97.89 98.24 92.44 96.97 96.97 100 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.8 0 0 0 2 0 0 0 7 0 0 0 2 0
96726 "Marije Cornelissen" "Member" 15 0.625 "MARIJE" "CORNELISSEN" "Netherlands" "GroenLinks (Netherlands)" "Verts/ALE" 1 0 0 0 0 98.2 99.48 94.63 98.44 98.41 96.97 0 0 0 0 0 0 1 0 1 0 "EMPL" 3 0 0 1 0.6 0 0 1 2 0 0 0 7 0 0 0 2 0
112071 "Emer Costello" "Member" 9 0.375 "EMER" "COSTELLO" "Ireland" "Labour Party (Ireland)" "S" 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 NA 0
96880 "Andrea Cozzolino" "Member" 9 0.375 "ANDREA" "COZZOLINO" "Italy" "Partito Democratico (Italy)" "S" 1 1 1 0 0 92.43 94.57 45.12 92 92 75.76 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 1 0
97125 "Frederic Daerden" "Member" 24 1 "FREDERIC" "DAERDEN" "Belgium" "Parti Socialiste (Belgium)" "S" 0 0 0 0 0 98.16 99.82 92.85 100 100 96.97 0 0 0 0 0 0 1 0 1 0 "EMPL" 3 0 0 0 0.92 0 0 0 2 0 0 0 7 0 0 0 3 0
96868 "Karima Delli" "Member" 20 0.833333333333333 "KARIMA" "DELLI" "France" "Europe Écologie (France)" "Verts/ALE" 0 0 1 0 0 97.82 98.86 85.77 95.24 100 95.45 0 0 0 0 0 0 1 0 1 2 "EMPL" 3 0 0 0 0.64 0 0 1 2 0 0 0 7 0 0 0 1 0
1289 "Proinsias De Rossa" "Member" 5 0.208333333333333 "PROINSIAS" "DE ROSSA" "Ireland" NA "S" 0 0 0 1 0 NA NA NA NA NA NA 1 1 0 0 1 1 0 0 0 0 "EMPL" 3 0 0 0 0.68 0 1 0 2 0 1 1 7 2 0 1 NA 0
96876 "Frank Engel" "Member" 4 0.166666666666667 "FRANK" "ENGEL" "Luxembourg" "Parti chrétien social luxembourgeois (Luxembourg)" "PPE" 0 1 0 0 0 95.97 97.79 88.78 96.97 96.88 100 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.68 0 0 0 2 0 0 0 7 0 0 0 2 0
96682 "Sari Miriam Essayah" "Member" 22 0.916666666666667 "SARI" "ESSAYAH" "Finland" "Suomen kristillisdemokraatit (Finland)" "PPE" 0 0 0 0 0 79.14 100 91.22 95.38 100 98.48 1 0 0 1 0 0 0 0 0 1 "EMPL" 3 0 0 0 0.88 0 0 0 2 0 1 1 7 0 0 0 1 0
23840 "Richard Falbr" "Member" 15 0.625 "RICHARD" "FALBR" "Czech Republic" NA "S" 0 0 0 1 0 96.1 97.21 79.27 95.08 95.08 92.42 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.72 0 1 0 2 0 1 0 7 1 0 0 1 0
96851 "Thomas Handel" "Member" 16 0.666666666666667 "THOMAS" "HANDEL" "Germany" "DIE LINKE. (Germany)" "GUE/NGL" 0 0 0 0 0 93.28 96.82 77.72 97.78 100 71.21 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.6 0 0 0 2 0 0 0 7 0 0 0 2 0
28116 "Marian Harkin" "Member" 21 0.875 "MARIAN" "HARKIN" "Ireland" NA "ALDE" 0 0 0 1 1 92.6 0 94.8 98.46 0 98.48 1 0 0 0 0 0 0 0 0 3 "EMPL" 3 0 0 0 0.8 0 0 1 2 0 1 0 7 0 0 0 2 0
1407 "Stephen Hughes" "Member" 11 0.458333333333333 "STEPHEN" "HUGHES" "United Kingdom" NA "S" 0 0 0 1 0 90.33 93.58 84.88 100 86.36 66.67 0 0 0 0 0 2 0 0 0 0 "EMPL" 3 0 0 0 0.36 0 0 0 2 0 0 0 7 2 0 0 3 0
96684 "Liisa Jaakonsaari" "Member" 10 0.416666666666667 "LIISA" "JAAKONSAARI" "Finland" "Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti (Finland)" "S" 0 1 0 0 0 96.51 100 90.73 95.31 100 96.97 1 1 0 1 1 0 0 0 0 0 "EMPL" 3 0 0 0 0.6 0 0 0 2 0 1 1 7 0 0 0 1 0
96781 "Danuta Jazlowiecka" "Member" 17 0.708333333333333 "DANUTA" "JAZLOWIECKA" "Poland" "Platforma Obywatelska (Poland)" "PPE" 0 0 0 0 0 97.7 99.03 92.03 98.39 98.39 93.94 1 0 0 0 0 0 1 0 1 0 "EMPL" 3 0 0 0 0.76 0 0 0 2 0 1 0 7 0 0 0 2 0
25919 "Martin Kastler" "Member" 10 0.416666666666667 "MARTIN" "KASTLER" "Germany" NA "PPE" 0 0 0 1 0 93.74 95.79 90.98 98.44 100 96.97 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.72 1 1 0 2 0 0 0 7 0 0 1 2 0
96829 "Adam Kosa" "Member" 19 0.791666666666667 "ADAM" "KOSA" "Hungary" "Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt (Hungary)" "PPE" 0 1 0 0 0 94.92 98.98 96.1 98.48 100 100 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.8 0 1 0 2 0 0 0 7 1 0 0 2 0
4531 "Jean Lambert" "Member" 16 0.666666666666667 "JEAN" "LAMBERT" "United Kingdom" NA "Verts/ALE" 0 0 0 1 0 97.75 100 93.82 98.44 100 96.97 0 0 0 0 0 1 0 0 0 2 "EMPL" 3 0 0 0 0.88 1 1 1 2 0 0 0 7 1 0 4 2 0
96735 "Patrick Le Hyaric" "Member" 6 0.25 "PATRICK" "LE HYARIC" "France" "Front de Gauche (France)" "GUE/NGL" 0 1 0 0 0 90.23 94.43 78.37 88.37 97.56 66.67 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 0 0 0.56 0 0 1 2 0 0 0 7 0 0 0 0 0
96765 "Veronica Lope Fontagne" "Member" 20 0.833333333333333 "VERONICA" "LOPE FONTAGNE" "Spain" "Partido Popular (Spain)" "PPE" 0 0 0 0 0 95.83 98.06 83.74 100 100 66.67 1 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 0 0 0.76 0 0 1 2 0 1 0 7 0 0 0 3 0
96673 "Olle Ludvigsson" "Member" 22 0.916666666666667 "OLLE" "LUDVIGSSON" "Sweden" "Arbetarepartiet- Socialdemokraterna (Sweden)" "S" 0 0 0 0 0 89.64 97.63 96.5 95.45 100 100 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.84 0 0 0 2 0 0 0 7 0 0 0 1 0
4541 "Elizabeth Lynne" "Vice-Chair" 8 0.333333333333333 "ELIZABETH" "LYNNE" "United Kingdom" NA "ALDE" 0 0 0 1 1 NA NA NA NA NA NA 1 0 0 1 0 4 0 0 0 0 "EMPL" 3 0 0 0 0.88 0 0 0 4 0 1 1 7 4 0 0 NA 0
38596 "Elisabeth Morin-Chartier" "Member" 24 1 "ELISABETH" "MORIN-CHARTIER" "France" NA "PPE" 1 0 0 1 1 95.92 98.39 95.69 95.45 96.97 100 0 0 0 0 0 0 1 1 0 0 "EMPL" 3 0 0 1 0.96 0 0 0 2 0 0 0 7 0 0 0 1 0
23819 "Csaba Ory" "Member" 21 0.875 "CSABA" "ORY" "Hungary" NA "PPE" 0 0 0 1 0 95.44 98.26 89.11 95.16 96.77 93.94 1 0 0 1 0 2 0 0 0 0 "EMPL" 3 0 0 0 0.88 0 0 0 2 0 1 1 7 2 0 2 1 0
26829 "Siiri Oviir" "Member" 14 0.583333333333333 "SIIRI" "OVIIR" "Estonia" NA "ALDE" 1 0 0 1 1 97.58 100 84.23 100 100 95.45 1 1 0 1 1 0 0 0 0 1 "EMPL" 3 0 0 1 0.64 0 0 0 2 0 1 1 7 0 0 0 3 0
38595 "Rovana Plumb" "Member" 8 0.333333333333333 "ROVANA" "PLUMB" "Romania" NA "S" 0 0 0 1 1 NA NA NA NA NA NA 1 0 0 1 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.56 0 0 0 2 0 1 1 7 0 0 0 NA 0
96658 "Konstantinos Poupakis" "Member" 21 0.875 "KONSTANTINOS" "POUPAKIS" "Greece" "Nea Demokratia (Greece)" "PPE" 0 0 0 0 0 90.45 96.63 89.43 84.44 95.56 68.18 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.72 0 0 0 2 0 0 0 7 0 0 0 0 0
96925 "Sylvana Rapti" "Member" 17 0.708333333333333 "SYLVANA" "RAPTI" "Greece" "Panhellenic Socialist Movement (Greece)" "S" 0 0 0 0 0 96.51 99.65 93.17 96.77 100 93.94 1 0 0 1 0 0 0 0 0 2 "EMPL" 3 0 0 0 0.8 0 0 0 2 0 1 1 7 0 0 0 2 0
96819 "Licia Ronzulli" "Member" 16 0.666666666666667 "LICIA" "RONZULLI" "Italy" "Forza Italia (Italy)" "PPE" 0 0 0 0 0 93.23 96.14 94.88 87.5 96.88 96.97 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.68 0 0 0 2 0 0 0 7 0 0 0 0 0
96770 "Joanna Katarzyna Skrzydlewska" "Member" 15 0.625 "JOANNA KATARZYNA" "SKRZYDLEWSKA" "Poland" "Platforma Obywatelska (Poland)" "PPE" 1 0 0 0 0 96.39 98.74 96.83 96.83 96.83 95.45 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 1 0.76 0 0 0 2 0 1 0 7 0 0 0 2 0
96831 "Jutta Steinruck" "Member" 21 0.875 "JUTTA" "STEINRUCK" "Germany" "Sozialdemokratische Partei Deutschlands (Germany)" "S" 0 0 0 0 0 96.73 97.23 96.99 100 100 100 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.92 0 0 0 2 0 0 0 7 0 0 0 3 0
96835 "Traian Ungureanu" "Member" 13 0.541666666666667 "TRAIAN" "UNGUREANU" "Romania" "Partidul Democrat-Liberal (Romania)" "PPE" 0 0 0 0 0 98.23 98.73 96.42 100 100 87.88 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0.72 0 1 0 2 0 0 0 7 1 0 0 3 0
108329 "Andrea Zanoni" "Member" 11 0.458333333333333 "ANDREA" "ZANONI" "Italy" "Italia dei Valori" "ALDE" 0 1 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 NA 0
97293 "Georges Bach" "Substitute" 22 0.916666666666667 "GEORGES" "BACH" "Luxembourg" "Parti chrétien social luxembourgeois (Luxembourg)" "PPE" 0 1 1 0 0 94.77 96.78 96.42 92.31 95.31 98.48 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.56 0 0 0 3 0 0 0 7 0 0 0 1 0
96757 "Raffaele Baldassarre" "Substitute" 9 0.375 "RAFFAELE" "BALDASSARRE" "Italy" "Forza Italia (Italy)" "PPE" 0 1 2 0 0 95.26 97.28 80.65 93.65 96.83 95.45 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.76 0 0 0 3 0 0 0 7 0 0 0 1 0
96732 "Malika Benarab-Attou" "Substitute" 6 0.25 "MALIKA" "BENARAB-ATTOU" "France" "Nouvelle Donne (France)" "Verts/ALE" 0 1 1 0 0 96.98 97.71 78.13 93.1 96.55 87.88 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 1 0
4267 "Udo Bullmann" "Substitute" 2 0.0833333333333333 "UDO" "BULLMANN" "Germany" NA "S" 0 1 1 1 0 97.94 98.97 86.91 100 100 96.97 0 0 0 0 0 1 0 0 0 0 "EMPL" 3 0 1 0 0.08 0 0 0 3 0 0 0 7 1 0 0 3 0
28148 "Francoise Castex" "Substitute" 2 0.0833333333333333 "FRANCOISE" "CASTEX" "France" NA "S" 0 1 1 1 1 93.96 98.51 92.85 94 100 75.76 0 0 0 0 0 1 0 0 0 0 "EMPL" 3 0 1 0 0.24 0 0 0 3 0 0 0 7 1 0 0 1 0
96917 "Silvia Costa" "Substitute" 2 0.0833333333333333 "SILVIA" "COSTA" "Italy" "Partito Democratico (Italy)" "S" 1 1 1 0 0 94.58 95.35 71.95 100 100 93.94 1 0 0 1 0 0 0 0 0 0 "EMPL" 3 0 1 1 0.16 0 0 0 3 0 1 1 7 0 0 0 3 0
96873 "Jurgen Creutzmann" "Substitute" 2 0.0833333333333333 "JURGEN" "CREUTZMANN" "Germany" "Freie Demokratische Partei (Germany)" "ALDE" 0 2 1 0 0 91.94 97.69 88.05 93.55 98.39 93.94 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.32 0 0 0 3 0 0 0 7 0 0 0 1 0
109337 "Philippe De Backer" "Substitute" 8 0.333333333333333 "PHILIPPE" "DE BACKER" "Belgium" "Open Vlaamse Liberalen en Democraten (Belgium)" "ALDE" 0 1 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 NA 0
96826 "Tamas Deutsch" "Substitute" 5 0.208333333333333 "TAMAS" "DEUTSCH" "Hungary" "Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt (Hungary)" "PPE" 1 1 1 0 0 94.99 97.8 77.89 96.77 98.39 93.94 1 1 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 1 0.16 0 0 0 3 0 1 0 7 0 0 0 2 0
28310 "Edite Estrela" "Substitute" 6 0.25 "EDITE" "ESTRELA" "Portugal" NA "S" 1 1 1 1 0 94.7 96.67 85.93 100 100 93.94 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 1 0.4 0 0 0 3 0 1 0 7 1 0 0 3 0
96730 "Sven Giegold" "Substitute" 4 0.166666666666667 "SVEN" "GIEGOLD" "Germany" "Bündnis 90/Die Grünen (Germany)" "Verts/ALE" 0 1 1 0 0 98.07 98.25 92.85 96.92 96.92 98.48 0 0 0 0 0 0 1 0 1 0 "EMPL" 3 0 1 0 0.12 0 0 1 3 0 0 0 7 0 0 0 2 0
4326 "Cristina Gutierrez-Cortines" "Substitute" 4 0.166666666666667 "CRISTINA" "GUTIERREZ-CORTINES" "Spain" NA "PPE" 0 1 1 1 0 95.14 97.08 75.28 96.36 98.18 83.33 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.2 0 0 0 3 0 0 0 7 0 0 1 2 0
96832 "Kinga Goncz" "Substitute" 14 0.583333333333333 "KINGA" "GONCZ" "Hungary" "Magyar Szocialista Párt (Hungary)" "S" 0 1 1 0 0 97.01 98.61 95.12 98.48 100 100 0 1 0 0 1 0 0 0 0 0 "EMPL" 3 0 1 0 0.72 0 0 0 3 0 1 1 7 0 0 2 2 0
2073 "Richard Howitt" "Substitute" 13 0.541666666666667 "RICHARD" "HOWITT" "United Kingdom" NA "S" 0 1 1 1 0 86.52 98.09 85.04 90.63 100 96.97 0 0 0 0 0 1 0 0 0 0 "EMPL" 3 0 1 0 0.4 0 0 0 3 0 0 0 7 1 0 0 1 0
34249 "Filiz Hakaeva Hyusmenova" "Substitute" 7 0.291666666666667 "FILIZ" "HYUSMENOVA" "Bulgaria" NA "ALDE" 0 1 1 1 0 98.31 98.9 96.26 100 100 100 1 1 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.32 0 0 0 3 0 1 0 7 0 0 0 3 0
38605 "Iliana Malinova Iotova" "Substitute" 2 0.0833333333333333 "ILIANA" "IOTOVA" "Bulgaria" NA "S" 0 2 2 1 0 96.98 98.61 94.15 98.44 98.44 96.97 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 2 0 0.12 0 0 0 3 0 1 0 7 0 0 0 2 0
23691 "Jelko Kacin" "Substitute" 7 0.291666666666667 "JELKO" "KACIN" "Slovenia" NA "ALDE" 0 1 1 1 0 98.67 100 86.02 97.62 100 63.64 1 1 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.28 0 0 1 3 0 1 0 7 0 0 0 2 0
28241 "Silvana Koch-Mehrin" "Substitute" 2 0.0833333333333333 "SILVANA" "KOCH-MEHRIN" "Germany" NA "ALDE" 1 1 2 1 0 92.19 97.96 63.82 90.38 100 78.79 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 1 0
101954 "Jan Kozlowski" "Substitute" 9 0.375 "JAN" "KOZLOWSKI" "Poland" "Platforma Obywatelska (Poland)" "PPE" 0 1 1 0 0 97.25 99.5 97.72 100 100 100 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.6 0 0 0 3 0 0 0 7 0 0 0 3 0
111027 "Svetoslav Hristov Malinov" "Substitute" 10 0.416666666666667 "SVETOSLAV HRISTOV" "MALINOV" "Bulgaria" "Democrats for Strong Bulgaria (Bulgaria)" "PPE" 0 1 0 0 0 NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 1 0 7 0 0 0 NA 0
39717 "Ramona Nicole Manescu" "Substitute" 8 0.333333333333333 "RAMONA NICOLE" "MANESCU" "Romania" NA "ALDE" 0 1 1 1 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 NA 0
96870 "Gesine Meissner" "Substitute" 2 0.0833333333333333 "GESINE" "MEISSNER" "Germany" "Freie Demokratische Partei (Germany)" "ALDE" 0 1 1 0 0 93.2 98.35 83.98 91.23 100 86.36 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.48 0 0 1 3 0 0 0 7 1 0 0 1 0
1122 "Ria Oomen-Ruijten" "Substitute" 12 0.5 "RIA" "OOMEN-RUIJTEN" "Netherlands" NA "PPE" 0 1 1 1 1 94.28 98.28 85.28 97.83 97.83 69.7 1 0 0 NA 0 2 0 0 0 0 "EMPL" 3 0 1 0 0.64 0 0 0 3 0 1 NA 7 3 0 2 2 0
97050 "Antigoni Papadopoulou" "Substitute" 16 0.666666666666667 "ANTIGONI" "PAPADOPOULOU" "Cyprus" "Democratic Party (Cyprus)" "S" 0 1 1 0 0 97.64 100 89.76 97.96 100 74.24 1 0 0 1 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.52 0 0 0 3 0 1 1 7 0 0 0 2 0
103488 "Sergio Gutierrez Prieto" "Substitute" 6 0.25 "SERGIO" "GUTIERREZ PRIETO" "Spain" "Partido Socialista Obrero Español (Spain)" "S" 0 1 1 0 0 94.73 99.4 67.89 100 100 86.36 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.4 0 0 0 3 0 0 0 7 0 0 0 3 0
96998 "Evelyn Regner" "Substitute" 19 0.791666666666667 "EVELYN" "REGNER" "Austria" "Sozialdemokratische Partei Österreichs (Austria)" "S" 0 1 1 0 0 93.27 99.36 90.65 97.73 97.73 66.67 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.92 0 0 0 3 0 0 0 7 0 0 0 2 0
96932 "Birgit Sippel" "Substitute" 11 0.458333333333333 "BIRGIT" "SIPPEL" "Germany" "Sozialdemokratische Partei Deutschlands (Germany)" "S" 0 1 1 0 0 97.59 98.33 87.89 100 100 87.88 0 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.32 0 0 0 3 0 0 0 7 0 0 0 3 0
39724 "Csaba Sogor" "Substitute" 14 0.583333333333333 "CSABA" "SOGOR" "Romania" NA "PPE" 0 1 1 1 1 96.77 100 98.05 95.45 100 100 1 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.72 0 0 0 3 0 1 0 7 0 0 0 1 0
96703 "Emilie Turunen" "Substitute" 14 0.583333333333333 "EMILIE" "TURUNEN" "Denmark" "Socialdemokratiet (Denmark)" "Verts/ALE" 0 1 1 0 0 97.71 100 96.02 100 100 71.21 0 0 0 0 0 0 0 0 0 1 "EMPL" 3 0 1 0 0.56 0 0 1 3 0 0 0 7 1 0 0 3 0
96677 "Cecilia Wikstrom" "Substitute" 3 0.125 "CECILIA" "WIKSTROM" "Sweden" "Folkpartiet liberalerna (Sweden)" "ALDE" 0 3 1 0 0 91.45 98.72 89.76 98.41 100 95.45 1 0 0 0 0 0 0 0 0 0 "EMPL" 3 0 1 0 0.24 0 0 0 3 0 1 0 7 0 0 0 2 0
28248 "Gabriele Zimmer" "Substitute" 9 0.375 "GABRIELE" "ZIMMER" "Germany" NA "GUE/NGL" 0 1 1 1 1 92.97 97.7 82.36 95.35 95.56 68.18 0 0 0 0 0 1 0 0 0 2 "EMPL" 3 0 1 0 0.44 0 0 1 3 0 0 0 7 1 0 0 1 0
1985 "Pervenche Beres" "Chair" 22 0.956521739130435 "PERVENCHE" "BERES" "France" NA "S" 0 1 0 1 0 95.2 96.55 83.21 94.12 100 89.47 0 0 0 0 0 0 2 1 0 0 "EMPL" 4 1 1 0 0.958333333333333 1 2 1 1 1 0 0 7 0 0 1 1 0
96872 "Nadja Hirsch" "Vice-Chair" 23 1 "NADJA" "HIRSCH" "Germany" "Freie Demokratische Partei (Germany)" "ALDE" 0 0 0 0 0 94.09 97.94 79.73 91.67 100 94.74 0 0 0 0 0 0 1 0 1 6 "EMPL" 4 0 0 0 0.666666666666667 0 0 1 4 0 0 0 7 1 0 0 1 0
1933 "Elisabeth Schroedter" "Vice-Chair" 24 1.04347826086957 "ELISABETH" "SCHROEDTER" "Germany" NA "Verts/ALE" 0 0 0 1 1 98.83 98.93 95.91 100 100 100 0 0 0 0 0 1 0 0 0 2 "EMPL" 4 0 0 0 0.791666666666667 0 0 1 4 0 0 0 7 2 0 0 3 0
1922 "Thomas Mann" "Vice-Chair" 21 0.91304347826087 "THOMAS" "MANN" "Germany" NA "PPE" 0 0 0 1 1 97.79 98.11 97.34 86.49 88.89 97.37 0 0 0 0 0 2 0 0 0 0 "EMPL" 4 0 0 0 0.916666666666667 0 0 0 4 0 0 0 7 3 0 1 0 0
111589 "Ines Cristina Zuber" "Vice-Chair" 11 0.478260869565217 "INES CRISTINA" "ZUBER" "Portugal" "Coligação Democrática Unitária (Portugal)" "GUE/NGL" 1 0 0 0 0 79.96 100 86.73 90.48 100 87.5 0 0 0 0 0 0 0 0 0 3 "EMPL" 4 0 0 1 0.458333333333333 0 0 0 4 0 0 0 7 0 0 0 1 0
5956 "Regina Bastos" "Member" 19 0.826086956521739 "REGINA" "BASTOS" "Portugal" NA "PPE" 1 0 0 0 0 97.49 99.25 81.68 93.94 93.94 86.84 1 0 0 0 0 0 0 0 0 0 "EMPL" 4 0 0 1 0.791666666666667 0 1 0 2 0 1 0 7 1 0 0 1 0
23866 "Edit Bauer" "Member" 18 0.782608695652174 "EDIT" "BAUER" "Slovakia" NA "PPE" 1 1 0 1 1 96.47 100 89.97 95.45 100 57.89 1 0 0 1 0 1 0 0 0 1 "EMPL" 4 0 1 1 0.75 0 0 0 2 0 1 1 7 1 0 1 1 0
107041 "Heinz K. Becker" "Member" 16 0.695652173913043 "HEINZ K." "BECKER" "Austria" "Österreichische Volkspartei (Austria)" "PPE" 0 1 1 0 0 95.1 99.15 96.21 83.78 97.3 97.37 0 0 0 0 0 0 1 0 1 1 "EMPL" 4 0 1 0 0.708333333333333 0 0 0 2 0 0 0 7 0 0 0 0 0
28214 "Jean-Luc Bennahmias" "Member" 13 0.565217391304348 "JEAN-LUC" "BENNAHMIAS" "France" NA "ALDE" 0 0 0 1 1 72.16 80.89 86.39 65.71 91.43 92.11 0 0 0 0 0 0 0 0 0 0 "EMPL" 4 0 0 0 0.541666666666667 0 0 0 2 0 0 0 7 0 0 0 0 0
112014 "Phil Bennion" "Member" 19 0.826086956521739 "PHIL" "BENNION" "United Kingdom" "Liberal Democrats Party (United Kingdom)" "ALDE" 0 0 0 0 0 95.56 97.78 95.58 100 100 100 0 0 0 0 0 0 0 0 0 2 "EMPL" 4 0 0 0 0.416666666666667 0 0 0 2 0 0 0 7 0 0 0 3 0
